stage,class,filename,rock_type,mineral
train,igneous,Scoria25.png,igneous,scoria
train,igneous,161Scoria.png,igneous,scoria
train,igneous,191Scoria.png,igneous,scoria
train,igneous,170Scoria.png,igneous,scoria
train,igneous,99Scoria.png,igneous,scoria
train,igneous,135Scoria.png,igneous,scoria
train,igneous,154Scoria.png,igneous,scoria
train,igneous,118Scoria.png,igneous,scoria
train,igneous,124Scoria.png,igneous,scoria
train,igneous,103Scoria.png,igneous,scoria
train,igneous,35Scoria.png,igneous,scoria
train,igneous,39Scoria.png,igneous,scoria
train,igneous,126Scoria.png,igneous,scoria
train,igneous,218Scoria.png,igneous,scoria
train,igneous,128Scoria.png,igneous,scoria
train,igneous,199Scoria.png,igneous,scoria
train,igneous,66Scoria.png,igneous,scoria
train,igneous,26Scoria.png,igneous,scoria
train,igneous,164Scoria.png,igneous,scoria
train,igneous,68Scoria.png,igneous,scoria
train,igneous,139Scoria.png,igneous,scoria
train,igneous,36Scoria.png,igneous,scoria
train,igneous,33Scoria.png,igneous,scoria
train,igneous,Scoria16.png,igneous,scoria
train,igneous,132Scoria.png,igneous,scoria
train,igneous,53Scoria.png,igneous,scoria
train,igneous,188Scoria.png,igneous,scoria
train,igneous,174Scoria.png,igneous,scoria
train,igneous,167Scoria.png,igneous,scoria
train,igneous,137Scoria.png,igneous,scoria
train,igneous,47Scoria.png,igneous,scoria
train,igneous,78Scoria.png,igneous,scoria
train,igneous,74Scoria.png,igneous,scoria
train,igneous,134Scoria.png,igneous,scoria
train,igneous,81Scoria.png,igneous,scoria
train,igneous,75Scoria.png,igneous,scoria
train,igneous,217Scoria.png,igneous,scoria
train,igneous,159Scoria.png,igneous,scoria
train,igneous,227Scoria.png,igneous,scoria
train,igneous,46Scoria.png,igneous,scoria
train,igneous,83Scoria.png,igneous,scoria
train,igneous,23Scoria.png,igneous,scoria
train,igneous,37Scoria.png,igneous,scoria
train,igneous,190Scoria.png,igneous,scoria
train,igneous,84Scoria.png,igneous,scoria
train,igneous,58Scoria.png,igneous,scoria
train,igneous,Scoria4.png,igneous,scoria
train,igneous,215Scoria.png,igneous,scoria
train,igneous,162Scoria.png,igneous,scoria
train,igneous,131Scoria.png,igneous,scoria
train,igneous,Scoria11.png,igneous,scoria
train,igneous,219Scoria.png,igneous,scoria
train,igneous,15Scoria.png,igneous,scoria
train,igneous,Scoria6.png,igneous,scoria
train,igneous,60Scoria.png,igneous,scoria
train,igneous,184Scoria.png,igneous,scoria
train,igneous,163Scoria.png,igneous,scoria
train,igneous,Scoria23.png,igneous,scoria
train,igneous,95Scoria.png,igneous,scoria
train,igneous,150Scoria.png,igneous,scoria
train,igneous,169Scoria.png,igneous,scoria
train,igneous,181Scoria.png,igneous,scoria
train,igneous,214Scoria.png,igneous,scoria
train,igneous,27Scoria.png,igneous,scoria
train,igneous,28Scoria.png,igneous,scoria
train,sedimentary,74Limestone.png,sedimentary,limestone
train,sedimentary,213Limestone.png,sedimentary,limestone
train,sedimentary,215Limestone.png,sedimentary,limestone
train,sedimentary,11Limestone.png,sedimentary,limestone
train,sedimentary,108Limestone.png,sedimentary,limestone
train,sedimentary,151Limestone.png,sedimentary,limestone
train,sedimentary,150Limestone.png,sedimentary,limestone
train,sedimentary,66Limestone.png,sedimentary,limestone
train,sedimentary,73Limestone.png,sedimentary,limestone
train,sedimentary,Limestone41.png,sedimentary,limestone
train,sedimentary,67Limestone.png,sedimentary,limestone
train,sedimentary,83Limestone.png,sedimentary,limestone
train,sedimentary,195Limestone.png,sedimentary,limestone
train,sedimentary,39Limestone.png,sedimentary,limestone
train,sedimentary,145Limestone.png,sedimentary,limestone
train,sedimentary,61Limestone.png,sedimentary,limestone
train,sedimentary,Limestone19.png,sedimentary,limestone
train,sedimentary,24Limestone.png,sedimentary,limestone
train,sedimentary,89Limestone.png,sedimentary,limestone
train,sedimentary,Limestone48.png,sedimentary,limestone
train,sedimentary,126Limestone.png,sedimentary,limestone
train,sedimentary,Limestone0.png,sedimentary,limestone
train,sedimentary,231Limestone.png,sedimentary,limestone
train,sedimentary,115Limestone.png,sedimentary,limestone
train,sedimentary,86Limestone.png,sedimentary,limestone
train,sedimentary,158Limestone.png,sedimentary,limestone
train,sedimentary,185Limestone.png,sedimentary,limestone
train,sedimentary,Limestone50.png,sedimentary,limestone
train,sedimentary,62Limestone.png,sedimentary,limestone
train,sedimentary,7Limestone.png,sedimentary,limestone
train,sedimentary,134Limestone.png,sedimentary,limestone
train,sedimentary,138Limestone.png,sedimentary,limestone
train,sedimentary,75Limestone.png,sedimentary,limestone
train,sedimentary,Limestone21.png,sedimentary,limestone
train,sedimentary,Limestone27.png,sedimentary,limestone
train,sedimentary,10Limestone.png,sedimentary,limestone
train,sedimentary,233Limestone.png,sedimentary,limestone
train,sedimentary,218Limestone.png,sedimentary,limestone
train,sedimentary,99Limestone.png,sedimentary,limestone
train,sedimentary,70Limestone.png,sedimentary,limestone
train,sedimentary,44Limestone.png,sedimentary,limestone
train,sedimentary,12Limestone.png,sedimentary,limestone
train,sedimentary,79Limestone.png,sedimentary,limestone
train,sedimentary,204Limestone.png,sedimentary,limestone
train,sedimentary,184Limestone.png,sedimentary,limestone
train,sedimentary,224Limestone.png,sedimentary,limestone
train,sedimentary,183Limestone.png,sedimentary,limestone
train,sedimentary,27Limestone.png,sedimentary,limestone
train,sedimentary,143Limestone.png,sedimentary,limestone
train,sedimentary,Limestone34.png,sedimentary,limestone
train,sedimentary,207Limestone.png,sedimentary,limestone
train,sedimentary,163Limestone.png,sedimentary,limestone
train,sedimentary,Limestone46.png,sedimentary,limestone
train,sedimentary,55Limestone.png,sedimentary,limestone
train,sedimentary,226Limestone.png,sedimentary,limestone
train,sedimentary,47Limestone.png,sedimentary,limestone
train,sedimentary,136Limestone.png,sedimentary,limestone
train,sedimentary,43Limestone.png,sedimentary,limestone
train,sedimentary,87Limestone.png,sedimentary,limestone
train,sedimentary,Limestone7.png,sedimentary,limestone
train,sedimentary,237Limestone.png,sedimentary,limestone
train,sedimentary,175Limestone.png,sedimentary,limestone
train,sedimentary,77Limestone.png,sedimentary,limestone
train,sedimentary,46Limestone.png,sedimentary,limestone
train,sedimentary,170Limestone.png,sedimentary,limestone
train,sedimentary,178Limestone.png,sedimentary,limestone
train,sedimentary,101Limestone.png,sedimentary,limestone
train,sedimentary,92Limestone.png,sedimentary,limestone
train,sedimentary,131Limestone.png,sedimentary,limestone
train,sedimentary,176Limestone.png,sedimentary,limestone
train,sedimentary,103Limestone.png,sedimentary,limestone
train,sedimentary,Limestone1.png,sedimentary,limestone
train,sedimentary,Limestone43.png,sedimentary,limestone
train,sedimentary,Limestone5.png,sedimentary,limestone
train,sedimentary,59Limestone.png,sedimentary,limestone
train,sedimentary,68Limestone.png,sedimentary,limestone
train,sedimentary,198Limestone.png,sedimentary,limestone
train,sedimentary,102Limestone.png,sedimentary,limestone
train,igneous,5Limestone.png,igneous,limestone
train,sedimentary,127Limestone.png,sedimentary,limestone
train,sedimentary,Limestone32.png,sedimentary,limestone
train,sedimentary,123Limestone.png,sedimentary,limestone
train,sedimentary,146Limestone.png,sedimentary,limestone
train,sedimentary,192Limestone.png,sedimentary,limestone
train,sedimentary,Limestone3.png,sedimentary,limestone
train,sedimentary,Limestone44.png,sedimentary,limestone
train,sedimentary,Limestone29.png,sedimentary,limestone
train,sedimentary,72Limestone.png,sedimentary,limestone
train,sedimentary,Limestone6.png,sedimentary,limestone
train,sedimentary,Limestone26.png,sedimentary,limestone
train,sedimentary,117Limestone.png,sedimentary,limestone
train,sedimentary,Limestone25.png,sedimentary,limestone
train,sedimentary,20Limestone.png,sedimentary,limestone
train,sedimentary,57Limestone.png,sedimentary,limestone
train,sedimentary,209Limestone.png,sedimentary,limestone
train,sedimentary,222Limestone.png,sedimentary,limestone
train,sedimentary,104Limestone.png,sedimentary,limestone
train,sedimentary,Limestone9.png,sedimentary,limestone
train,sedimentary,106Limestone.png,sedimentary,limestone
train,sedimentary,Limestone40.png,sedimentary,limestone
train,sedimentary,28Limestone.png,sedimentary,limestone
train,sedimentary,188Limestone.png,sedimentary,limestone
train,sedimentary,33Limestone.png,sedimentary,limestone
train,sedimentary,203Limestone.png,sedimentary,limestone
train,sedimentary,180Limestone.png,sedimentary,limestone
train,sedimentary,Limestone45.png,sedimentary,limestone
train,sedimentary,217Limestone.png,sedimentary,limestone
train,sedimentary,Limestone2.png,sedimentary,limestone
train,sedimentary,223Limestone.png,sedimentary,limestone
train,sedimentary,78Limestone.png,sedimentary,limestone
train,sedimentary,182Limestone.png,sedimentary,limestone
train,sedimentary,Limestone10.png,sedimentary,limestone
train,sedimentary,161Limestone.png,sedimentary,limestone
train,sedimentary,169Limestone.png,sedimentary,limestone
train,sedimentary,113Limestone.png,sedimentary,limestone
train,sedimentary,137Limestone.png,sedimentary,limestone
train,sedimentary,205Limestone.png,sedimentary,limestone
train,sedimentary,64Limestone.png,sedimentary,limestone
train,sedimentary,111Limestone.png,sedimentary,limestone
train,sedimentary,Limestone33.png,sedimentary,limestone
train,sedimentary,189Limestone.png,sedimentary,limestone
train,sedimentary,122Limestone.png,sedimentary,limestone
train,sedimentary,Limestone42.png,sedimentary,limestone
train,sedimentary,118Limestone.png,sedimentary,limestone
train,sedimentary,200Limestone.png,sedimentary,limestone
train,sedimentary,53Limestone.png,sedimentary,limestone
train,sedimentary,96Limestone.png,sedimentary,limestone
train,sedimentary,232Limestone.png,sedimentary,limestone
train,sedimentary,Limestone17.png,sedimentary,limestone
train,sedimentary,16Limestone.png,sedimentary,limestone
train,sedimentary,109Limestone.png,sedimentary,limestone
train,sedimentary,177Limestone.png,sedimentary,limestone
train,sedimentary,42Limestone.png,sedimentary,limestone
train,sedimentary,52Limestone.png,sedimentary,limestone
train,sedimentary,9Limestone.png,sedimentary,limestone
train,sedimentary,110Limestone.png,sedimentary,limestone
train,sedimentary,230Limestone.png,sedimentary,limestone
train,sedimentary,191Limestone.png,sedimentary,limestone
train,sedimentary,35Limestone.png,sedimentary,limestone
train,sedimentary,Limestone36.png,sedimentary,limestone
train,sedimentary,Limestone23.png,sedimentary,limestone
train,sedimentary,23Limestone.png,sedimentary,limestone
train,sedimentary,84Limestone.png,sedimentary,limestone
train,sedimentary,159Limestone.png,sedimentary,limestone
train,sedimentary,173Limestone.png,sedimentary,limestone
train,sedimentary,229Limestone.png,sedimentary,limestone
train,sedimentary,112Limestone.png,sedimentary,limestone
train,sedimentary,Limestone8.png,sedimentary,limestone
train,sedimentary,149Limestone.png,sedimentary,limestone
train,sedimentary,216Limestone.png,sedimentary,limestone
train,sedimentary,160Limestone.png,sedimentary,limestone
train,sedimentary,Limestone16.png,sedimentary,limestone
train,sedimentary,105Limestone.png,sedimentary,limestone
train,sedimentary,63Limestone.png,sedimentary,limestone
train,sedimentary,194Limestone.png,sedimentary,limestone
train,sedimentary,48Limestone.png,sedimentary,limestone
train,sedimentary,51Limestone.png,sedimentary,limestone
train,sedimentary,69Limestone.png,sedimentary,limestone
train,sedimentary,128Limestone.png,sedimentary,limestone
train,sedimentary,190Limestone.png,sedimentary,limestone
train,sedimentary,179Limestone.png,sedimentary,limestone
train,sedimentary,34Limestone.png,sedimentary,limestone
train,sedimentary,Limestone20.png,sedimentary,limestone
train,sedimentary,206Limestone.png,sedimentary,limestone
train,sedimentary,Limestone22.png,sedimentary,limestone
train,sedimentary,125Limestone.png,sedimentary,limestone
train,sedimentary,197Limestone.png,sedimentary,limestone
train,sedimentary,156Limestone.png,sedimentary,limestone
train,sedimentary,174Limestone.png,sedimentary,limestone
train,sedimentary,202Limestone.png,sedimentary,limestone
train,sedimentary,6Limestone.png,sedimentary,limestone
train,sedimentary,165Limestone.png,sedimentary,limestone
train,sedimentary,124Limestone.png,sedimentary,limestone
train,sedimentary,97Limestone.png,sedimentary,limestone
train,sedimentary,120Limestone.png,sedimentary,limestone
train,sedimentary,167Limestone.png,sedimentary,limestone
train,sedimentary,80Limestone.png,sedimentary,limestone
train,sedimentary,225Limestone.png,sedimentary,limestone
train,sedimentary,181Limestone.png,sedimentary,limestone
train,sedimentary,238Limestone.png,sedimentary,limestone
train,sedimentary,18Limestone.png,sedimentary,limestone
train,sedimentary,65Limestone.png,sedimentary,limestone
train,sedimentary,Limestone15.png,sedimentary,limestone
train,sedimentary,91Limestone.png,sedimentary,limestone
train,sedimentary,Limestone31.png,sedimentary,limestone
train,sedimentary,166Limestone.png,sedimentary,limestone
train,sedimentary,Limestone39.png,sedimentary,limestone
train,sedimentary,168Limestone.png,sedimentary,limestone
train,sedimentary,140Limestone.png,sedimentary,limestone
train,sedimentary,37Limestone.png,sedimentary,limestone
train,sedimentary,221Limestone.png,sedimentary,limestone
train,sedimentary,210Limestone.png,sedimentary,limestone
train,sedimentary,17Limestone.png,sedimentary,limestone
train,sedimentary,32Limestone.png,sedimentary,limestone
train,sedimentary,153Limestone.png,sedimentary,limestone
train,sedimentary,234Limestone.png,sedimentary,limestone
train,sedimentary,Limestone28.png,sedimentary,limestone
train,sedimentary,187Limestone.png,sedimentary,limestone
train,sedimentary,26Limestone.png,sedimentary,limestone
train,sedimentary,94Limestone.png,sedimentary,limestone
train,sedimentary,45Limestone.png,sedimentary,limestone
train,sedimentary,196Limestone.png,sedimentary,limestone
train,sedimentary,Limestone13.png,sedimentary,limestone
train,sedimentary,13Limestone.png,sedimentary,limestone
train,sedimentary,Limestone38.png,sedimentary,limestone
train,sedimentary,147Limestone.png,sedimentary,limestone
train,sedimentary,25Limestone.png,sedimentary,limestone
train,sedimentary,Limestone18.png,sedimentary,limestone
train,sedimentary,212Limestone.png,sedimentary,limestone
train,sedimentary,114Limestone.png,sedimentary,limestone
train,sedimentary,19Limestone.png,sedimentary,limestone
train,igneous,4Limestone.png,igneous,limestone
train,sedimentary,148Limestone.png,sedimentary,limestone
train,sedimentary,60Limestone.png,sedimentary,limestone
train,sedimentary,54Limestone.png,sedimentary,limestone
train,igneous,Obsidian51.png,igneous,obsidian
train,igneous,Obsidian54.png,igneous,obsidian
train,igneous,Obsidian10.png,igneous,obsidian
train,igneous,Obsidian11.png,igneous,obsidian
train,igneous,Obsidian29.png,igneous,obsidian
train,igneous,Obsidian45.png,igneous,obsidian
train,igneous,Obsidian30.png,igneous,obsidian
train,igneous,Obsidian27.png,igneous,obsidian
train,igneous,Obsidian52.png,igneous,obsidian
train,igneous,Obsidian42.png,igneous,obsidian
train,igneous,Obsidian35.png,igneous,obsidian
train,igneous,Obsidian24.png,igneous,obsidian
train,igneous,Obsidian19.png,igneous,obsidian
train,igneous,Obsidian39.png,igneous,obsidian
train,igneous,Obsidian0.png,igneous,obsidian
train,igneous,Obsidian5.png,igneous,obsidian
train,igneous,Obsidian49.png,igneous,obsidian
train,igneous,Obsidian44.png,igneous,obsidian
train,igneous,Obsidian4.png,igneous,obsidian
train,igneous,Obsidian16.png,igneous,obsidian
train,igneous,Obsidian33.png,igneous,obsidian
train,igneous,Obsidian6.png,igneous,obsidian
train,igneous,Obsidian15.png,igneous,obsidian
train,igneous,Obsidian25.png,igneous,obsidian
train,igneous,Obsidian50.png,igneous,obsidian
train,igneous,Obsidian23.png,igneous,obsidian
train,igneous,Obsidian38.png,igneous,obsidian
train,igneous,Obsidian32.png,igneous,obsidian
train,igneous,Obsidian47.png,igneous,obsidian
train,igneous,Obsidian2.png,igneous,obsidian
train,igneous,Obsidian12.png,igneous,obsidian
train,igneous,Obsidian43.png,igneous,obsidian
train,igneous,Obsidian22.png,igneous,obsidian
train,igneous,Obsidian37.png,igneous,obsidian
train,igneous,Obsidian20.png,igneous,obsidian
train,igneous,Obsidian18.png,igneous,obsidian
train,igneous,Obsidian40.png,igneous,obsidian
train,igneous,Obsidian48.png,igneous,obsidian
train,igneous,Obsidian13.png,igneous,obsidian
train,igneous,Obsidian17.png,igneous,obsidian
train,igneous,Obsidian28.png,igneous,obsidian
train,igneous,Quartzolite25.png,igneous,quartzolite
train,igneous,Quartzolite8.png,igneous,quartzolite
train,igneous,Quartzolite26.png,igneous,quartzolite
train,igneous,Quartzolite49.png,igneous,quartzolite
train,igneous,Quartzolite3.png,igneous,quartzolite
train,igneous,Quartzolite51.png,igneous,quartzolite
train,igneous,Quartzolite1.png,igneous,quartzolite
train,igneous,Quartzolite37.png,igneous,quartzolite
train,igneous,Quartzolite28.png,igneous,quartzolite
train,igneous,Quartzolite48.png,igneous,quartzolite
train,igneous,Quartzolite45.png,igneous,quartzolite
train,igneous,Quartzolite21.png,igneous,quartzolite
train,igneous,Quartzolite50.png,igneous,quartzolite
train,igneous,Quartzolite19.png,igneous,quartzolite
train,igneous,Quartzolite29.png,igneous,quartzolite
train,igneous,Quartzolite32.png,igneous,quartzolite
train,igneous,Quartzolite11.png,igneous,quartzolite
train,igneous,Quartzolite17.png,igneous,quartzolite
train,igneous,Quartzolite44.png,igneous,quartzolite
train,igneous,Quartzolite4.png,igneous,quartzolite
train,igneous,Quartzolite54.png,igneous,quartzolite
train,igneous,Quartzolite24.png,igneous,quartzolite
train,igneous,Quartzolite47.png,igneous,quartzolite
train,igneous,Quartzolite52.png,igneous,quartzolite
train,igneous,Quartzolite23.png,igneous,quartzolite
train,igneous,Quartzolite31.png,igneous,quartzolite
train,igneous,Quartzolite6.png,igneous,quartzolite
train,igneous,Quartzolite53.png,igneous,quartzolite
train,igneous,Quartzolite7.png,igneous,quartzolite
train,igneous,Quartzolite20.png,igneous,quartzolite
train,igneous,Quartzolite42.png,igneous,quartzolite
train,igneous,Quartzolite10.png,igneous,quartzolite
train,igneous,Quartzolite41.png,igneous,quartzolite
train,igneous,Quartzolite34.png,igneous,quartzolite
train,igneous,Quartzolite2.png,igneous,quartzolite
train,igneous,Quartzolite43.png,igneous,quartzolite
train,igneous,Quartzolite15.png,igneous,quartzolite
train,igneous,Quartzolite39.png,igneous,quartzolite
train,igneous,Quartzolite18.png,igneous,quartzolite
train,igneous,Quartzolite0.png,igneous,quartzolite
train,igneous,Quartzolite16.png,igneous,quartzolite
train,igneous,Tuff38.png,igneous,tuff
train,igneous,Tuff12.png,igneous,tuff
train,igneous,Tuff7.png,igneous,tuff
train,igneous,Tuff33.png,igneous,tuff
train,igneous,Tuff15.png,igneous,tuff
train,igneous,Tuff30.png,igneous,tuff
train,igneous,Tuff5.png,igneous,tuff
train,igneous,Tuff2.png,igneous,tuff
train,igneous,Tuff34.png,igneous,tuff
train,igneous,Tuff46.png,igneous,tuff
train,igneous,Tuff25.png,igneous,tuff
train,igneous,Tuff44.png,igneous,tuff
train,igneous,Tuff26.png,igneous,tuff
train,igneous,Tuff41.png,igneous,tuff
train,igneous,Tuff45.png,igneous,tuff
train,igneous,Tuff13.png,igneous,tuff
train,igneous,Tuff4.png,igneous,tuff
train,igneous,Tuff1.png,igneous,tuff
train,igneous,Tuff3.png,igneous,tuff
train,igneous,Tuff8.png,igneous,tuff
train,igneous,Tuff21.png,igneous,tuff
train,igneous,Tuff24.png,igneous,tuff
train,igneous,Tuff11.png,igneous,tuff
train,igneous,Tuff42.png,igneous,tuff
train,igneous,Tuff31.png,igneous,tuff
train,igneous,Tuff14.png,igneous,tuff
train,igneous,Tuff29.png,igneous,tuff
train,igneous,Tuff37.png,igneous,tuff
train,igneous,Tuff40.png,igneous,tuff
train,igneous,Tuff10.png,igneous,tuff
train,igneous,Tuff22.png,igneous,tuff
train,igneous,Tuff17.png,igneous,tuff
train,igneous,Tuff19.png,igneous,tuff
train,igneous,Tuff32.png,igneous,tuff
train,igneous,Tuff27.png,igneous,tuff
train,metamorphic,91Amphibolite.png,metamorphic,amphibolite
train,metamorphic,112Amphibolite.png,metamorphic,amphibolite
train,metamorphic,157Amphibolite.png,metamorphic,amphibolite
train,metamorphic,247Amphibolite.png,metamorphic,amphibolite
train,metamorphic,248Amphibolite.png,metamorphic,amphibolite
train,metamorphic,256Amphibolite.png,metamorphic,amphibolite
train,metamorphic,128Amphibolite.png,metamorphic,amphibolite
train,metamorphic,50Amphibolite.png,metamorphic,amphibolite
train,metamorphic,148Amphibolite.png,metamorphic,amphibolite
train,metamorphic,203Amphibolite.png,metamorphic,amphibolite
train,metamorphic,Amphibolite1.png,metamorphic,amphibolite
train,metamorphic,Amphibolite8.png,metamorphic,amphibolite
train,metamorphic,99Amphibolite.png,metamorphic,amphibolite
train,metamorphic,78Amphibolite.png,metamorphic,amphibolite
train,metamorphic,119Amphibolite.png,metamorphic,amphibolite
train,metamorphic,Amphibolite2.png,metamorphic,amphibolite
train,metamorphic,160Amphibolite.png,metamorphic,amphibolite
train,metamorphic,62Amphibolite.png,metamorphic,amphibolite
train,metamorphic,238Amphibolite.png,metamorphic,amphibolite
train,metamorphic,153Amphibolite.png,metamorphic,amphibolite
train,metamorphic,9Amphibolite.png,metamorphic,amphibolite
train,metamorphic,23Amphibolite.png,metamorphic,amphibolite
train,metamorphic,226Amphibolite.png,metamorphic,amphibolite
train,metamorphic,180Amphibolite.png,metamorphic,amphibolite
train,metamorphic,136Amphibolite.png,metamorphic,amphibolite
train,metamorphic,90Amphibolite.png,metamorphic,amphibolite
train,metamorphic,27Amphibolite.png,metamorphic,amphibolite
train,metamorphic,73Amphibolite.png,metamorphic,amphibolite
train,metamorphic,170Amphibolite.png,metamorphic,amphibolite
train,metamorphic,34Amphibolite.png,metamorphic,amphibolite
train,metamorphic,93Amphibolite.png,metamorphic,amphibolite
train,metamorphic,177Amphibolite.png,metamorphic,amphibolite
train,metamorphic,200Amphibolite.png,metamorphic,amphibolite
train,metamorphic,130Amphibolite.png,metamorphic,amphibolite
train,metamorphic,Amphibolite27.png,metamorphic,amphibolite
train,metamorphic,265Amphibolite.png,metamorphic,amphibolite
train,metamorphic,118Amphibolite.png,metamorphic,amphibolite
train,metamorphic,14Amphibolite.png,metamorphic,amphibolite
train,metamorphic,Amphibolite7.png,metamorphic,amphibolite
train,metamorphic,113Amphibolite.png,metamorphic,amphibolite
train,metamorphic,169Amphibolite.png,metamorphic,amphibolite
train,metamorphic,161Amphibolite.png,metamorphic,amphibolite
train,metamorphic,260Amphibolite.png,metamorphic,amphibolite
train,metamorphic,162Amphibolite.png,metamorphic,amphibolite
train,metamorphic,151Amphibolite.png,metamorphic,amphibolite
train,metamorphic,Amphibolite25.png,metamorphic,amphibolite
train,metamorphic,176Amphibolite.png,metamorphic,amphibolite
train,metamorphic,39Amphibolite.png,metamorphic,amphibolite
train,metamorphic,261Amphibolite.png,metamorphic,amphibolite
train,metamorphic,97Amphibolite.png,metamorphic,amphibolite
train,metamorphic,80Amphibolite.png,metamorphic,amphibolite
train,metamorphic,139Amphibolite.png,metamorphic,amphibolite
train,metamorphic,221Amphibolite.png,metamorphic,amphibolite
train,metamorphic,269Amphibolite.png,metamorphic,amphibolite
train,metamorphic,206Amphibolite.png,metamorphic,amphibolite
train,metamorphic,159Amphibolite.png,metamorphic,amphibolite
train,metamorphic,76Amphibolite.png,metamorphic,amphibolite
train,metamorphic,Amphibolite26.png,metamorphic,amphibolite
train,metamorphic,214Amphibolite.png,metamorphic,amphibolite
train,metamorphic,158Amphibolite.png,metamorphic,amphibolite
train,metamorphic,Amphibolite9.png,metamorphic,amphibolite
train,metamorphic,51Amphibolite.png,metamorphic,amphibolite
train,metamorphic,Amphibolite4.png,metamorphic,amphibolite
train,metamorphic,21Amphibolite.png,metamorphic,amphibolite
train,metamorphic,Amphibolite18.png,metamorphic,amphibolite
train,metamorphic,251Amphibolite.png,metamorphic,amphibolite
train,metamorphic,132Amphibolite.png,metamorphic,amphibolite
train,metamorphic,44Amphibolite.png,metamorphic,amphibolite
train,metamorphic,127Amphibolite.png,metamorphic,amphibolite
train,metamorphic,Amphibolite21.png,metamorphic,amphibolite
train,metamorphic,Amphibolite28.png,metamorphic,amphibolite
train,metamorphic,117Amphibolite.png,metamorphic,amphibolite
train,metamorphic,Amphibolite20.png,metamorphic,amphibolite
train,metamorphic,208Amphibolite.png,metamorphic,amphibolite
train,metamorphic,72Amphibolite.png,metamorphic,amphibolite
train,metamorphic,48Amphibolite.png,metamorphic,amphibolite
train,metamorphic,71Amphibolite.png,metamorphic,amphibolite
train,metamorphic,88Amphibolite.png,metamorphic,amphibolite
train,metamorphic,227Amphibolite.png,metamorphic,amphibolite
train,metamorphic,54Amphibolite.png,metamorphic,amphibolite
train,metamorphic,61Amphibolite.png,metamorphic,amphibolite
train,metamorphic,12Amphibolite.png,metamorphic,amphibolite
train,metamorphic,110Amphibolite.png,metamorphic,amphibolite
train,metamorphic,154Amphibolite.png,metamorphic,amphibolite
train,metamorphic,144Amphibolite.png,metamorphic,amphibolite
train,metamorphic,60Amphibolite.png,metamorphic,amphibolite
train,metamorphic,126Amphibolite.png,metamorphic,amphibolite
train,metamorphic,37Amphibolite.png,metamorphic,amphibolite
train,metamorphic,218Amphibolite.png,metamorphic,amphibolite
train,metamorphic,43Amphibolite.png,metamorphic,amphibolite
train,metamorphic,236Amphibolite.png,metamorphic,amphibolite
train,metamorphic,Amphibolite19.png,metamorphic,amphibolite
train,metamorphic,138Amphibolite.png,metamorphic,amphibolite
train,metamorphic,92Amphibolite.png,metamorphic,amphibolite
train,metamorphic,47Amphibolite.png,metamorphic,amphibolite
train,metamorphic,228Amphibolite.png,metamorphic,amphibolite
train,metamorphic,122Amphibolite.png,metamorphic,amphibolite
train,metamorphic,191Amphibolite.png,metamorphic,amphibolite
train,metamorphic,36Amphibolite.png,metamorphic,amphibolite
train,metamorphic,194Amphibolite.png,metamorphic,amphibolite
train,metamorphic,197Amphibolite.png,metamorphic,amphibolite
train,metamorphic,196Amphibolite.png,metamorphic,amphibolite
train,metamorphic,263Amphibolite.png,metamorphic,amphibolite
train,metamorphic,Amphibolite10.png,metamorphic,amphibolite
train,metamorphic,167Amphibolite.png,metamorphic,amphibolite
train,metamorphic,155Amphibolite.png,metamorphic,amphibolite
train,metamorphic,234Amphibolite.png,metamorphic,amphibolite
train,metamorphic,85Amphibolite.png,metamorphic,amphibolite
train,metamorphic,266Amphibolite.png,metamorphic,amphibolite
train,metamorphic,233Amphibolite.png,metamorphic,amphibolite
train,metamorphic,95Amphibolite.png,metamorphic,amphibolite
train,metamorphic,4Amphibolite.png,metamorphic,amphibolite
train,metamorphic,Amphibolite15.png,metamorphic,amphibolite
train,metamorphic,205Amphibolite.png,metamorphic,amphibolite
train,metamorphic,240Amphibolite.png,metamorphic,amphibolite
train,metamorphic,46Amphibolite.png,metamorphic,amphibolite
train,metamorphic,22Amphibolite.png,metamorphic,amphibolite
train,metamorphic,216Amphibolite.png,metamorphic,amphibolite
train,metamorphic,Amphibolite30.png,metamorphic,amphibolite
train,metamorphic,64Amphibolite.png,metamorphic,amphibolite
train,metamorphic,53Amphibolite.png,metamorphic,amphibolite
train,metamorphic,124Amphibolite.png,metamorphic,amphibolite
train,metamorphic,171Amphibolite.png,metamorphic,amphibolite
train,metamorphic,133Amphibolite.png,metamorphic,amphibolite
train,metamorphic,106Amphibolite.png,metamorphic,amphibolite
train,metamorphic,152Amphibolite.png,metamorphic,amphibolite
train,metamorphic,121Amphibolite.png,metamorphic,amphibolite
train,metamorphic,241Amphibolite.png,metamorphic,amphibolite
train,metamorphic,163Amphibolite.png,metamorphic,amphibolite
train,metamorphic,135Amphibolite.png,metamorphic,amphibolite
train,metamorphic,52Amphibolite.png,metamorphic,amphibolite
train,metamorphic,49Amphibolite.png,metamorphic,amphibolite
train,metamorphic,116Amphibolite.png,metamorphic,amphibolite
train,metamorphic,237Amphibolite.png,metamorphic,amphibolite
train,metamorphic,198Amphibolite.png,metamorphic,amphibolite
train,metamorphic,Amphibolite6.png,metamorphic,amphibolite
train,metamorphic,29Amphibolite.png,metamorphic,amphibolite
train,metamorphic,222Amphibolite.png,metamorphic,amphibolite
